log_id,worker_name,worker_phone,supervisor_id,work_date,hours,vendor_app,entered_at
L01533,Bai Vimala,9499091334,S105,2025-03-15,7.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00043,RAMESH KUMAR,+919104332181,S104,2025-02-08,5.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00681,Geeta P.,91-9786801128,S103,2025-03-26,7.5,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00086,SHANTI PATEL,90781 61849,S104,2025-01-29,9.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L01904,USHA DEVI,91-9578091343,S105,2025-03-08,4.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L02268,Mishra Lakshmi,0 9933529042,S105,2025-02-20,4.5,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00049,R. Kumar,9104332181,S103,2025-02-12,7.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L02502,Nair Meena,0 9451983273,S102,2025-01-27,7.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L02084,Geeta  Verma,9104709521,S102,2025-02-10,5.0,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L02045,Vikas Patel,9090974395,S101,2025-01-21,9.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L02453,Amit B.,+91 9545271111,S102,2025-01-09,7.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02058,VIKAS PATEL,90909 74395,S104,2025-02-04,5.5,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L01249,Ganesh  Bai,+91 9572628498,S103,2025-01-21,8.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L00076,R. Pandey,91-9654235116,S103,2025-01-21,6.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L01814,S. Naidu,0 9867533963,S102,2025-03-16,5.0,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L02340,Reddy Vinod,+919117758917,S102,2025-01-15,5.5,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L01206,Shanti S.,91-9905865185,S103,2025-01-25,8.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L02527,Mohit  Sharma,91-9493689980,S101,2025-01-13,5.0,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00829,REENA REDDY,91-9465648236,S104,2025-03-24,7.5,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L00801,Mahesh  Bai,91-9088356159,S102,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00007,Kumar Ramesh,9901476797,S103,2025-02-12,5.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L00800,Bai Mahesh,+919088356159,S102,2025-01-13,7.5,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00788,M. Bai,90883 56159,S104,2025-02-28,6.0,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L01567,Yadav Lakshmi,92067 97403,S104,2025-02-22,4.0,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L01068,Naidu Vinod,98937 34670,S102,2025-03-08,4.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01313,M. Tiwari,+919678377701,S102,2025-03-26,6.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L01544,Lakshmi Y.,0 9206797403,S101,2025-01-23,6.5,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00722,Vinod N.,+91 9232260256,S105,2025-02-06,4.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01539,Bai Vimala,+919499091334,S105,2025-03-02,8.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00463,Pandey Sarita,96773 60260,S102,2025-02-14,4.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00592,AMIT TIWARI,9462475107,S104,2025-03-18,8.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L00613,Renu P.,+91 9251354278,S103,2025-03-14,9.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L01185,Iyer Ganesh,9049663193,S101,2025-03-18,8.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01478,RAKESH PATEL,0 9711671902,S104,2025-03-26,7.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00088,S. Patel,9078161849,S105,2025-02-12,6.0,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L02388,J. Yadav,+919249985698,S103,2025-01-11,5.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00745,Sumit P.,0 9145868501,S101,2025-01-25,6.5,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L02189,Kumari Dinesh,91-9461200471,S104,2025-02-14,6.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00903,Jignesh Kumar,+919163287083,S104,2025-02-06,7.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01024,USHA YADAV,+91 9223623166,S105,2025-03-14,6.5,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L01043,Rakesh M.,+919669096705,S104,2025-02-10,5.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L02394,Yadav Jignesh,9249985698,S104,2025-03-10,6.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L02017,Geeta K.,9407482175,S103,2025-02-22,8.5,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L00583,Tiwari Amit,9462475107,S104,2025-01-23,6.5,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00719,V. Nair,9232260256,S102,2025-03-14,8.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L00708,VINOD NAIR,92322 60256,S104,2025-02-10,5.0,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L00418,Kavita Naidu,92997 37631,S103,2025-02-14,5.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L02024,Geeta K.,91-9436713695,S104,2025-02-26,5.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L00449,Vijay  Pandey,94731 78108,S102,2025-02-06,6.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01304,Mukesh T.,+919678377701,S102,2025-01-09,6.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L00730,GANESH DEVI,91-9073375433,S105,2025-01-07,6.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01454,R. Naidu,9427109477,S101,2025-01-25,5.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01032,RAKESH MISHRA,+91 9669096705,S101,2025-03-26,6.5,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L02466,Amit  Bai,9545271111,S103,2025-02-26,5.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L01444,Rakesh Naidu,+91 9427109477,S103,2025-03-18,7.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L00619,Renu P.,+919251354278,S102,2025-01-29,7.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L00924,AJAY REDDY,0 9895798687,S105,2025-03-16,9.0,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L00148,Sita  Yadav,91-9928327648,S102,2025-01-09,4.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L01194,Ganesh I.,0 9049663193,S105,2025-03-08,6.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01986,Kumari Geeta,0 9407482175,S103,2025-01-29,5.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L02548,Reena  Gupta,+919502296120,S103,2025-01-29,4.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L01862,Ajay Kumar,+919262174596,S101,2025-02-26,8.0,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L00303,Geeta  Reddy,91-9281489325,S104,2025-02-28,5.0,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L02236,M. Mishra,97735 15850,S101,2025-03-08,8.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01704,Rakesh M.,94824 77109,S104,2025-01-07,5.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01420,Asha  Nair,+919413435240,S105,2025-02-20,8.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00966,Sanjay  Patel,+919348734714,S101,2025-01-11,8.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00172,RAKESH TIWARI,90564 13953,S104,2025-03-12,8.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L02104,S. Mishra,+919285884247,S105,2025-03-15,6.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L01876,Kumar Ajay,0 9262174596,S103,2025-01-09,7.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02175,MOHIT PATEL,+919965137098,S105,2025-03-14,6.5,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L00489,Ajay Shah,0 9687234309,S105,2025-03-08,8.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L00194,RAKESH TIWARI,+91 9056413953,S103,2025-02-12,7.0,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L00353,Anita S.,+91 9657871331,S101,2025-02-16,6.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L02392,Jignesh Yadav,+91 9249985698,S104,2025-03-12,5.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00533,Rakesh  Iyer,0 9788208121,S101,2025-02-18,8.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L02469,Amit Bai,+91 9545271111,S103,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L02561,REENA GUPTA,0 9502296120,S104,2025-02-28,5.5,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L00313,A. Kumar,+91 9957015430,S103,2025-03-18,4.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01849,Pooja Devi,+919627028951,S104,2025-02-12,5.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L00769,Sumit  Patel,91-9145868501,S105,2025-03-24,6.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L02284,L. Mishra,91-9933529042,S103,2025-03-12,8.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L01989,GEETA KUMARI,9407482175,S105,2025-03-08,6.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01014,Usha  Yadav,92236 23166,S104,2025-02-24,7.0,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L00604,RENU PATEL,0 9251354278,S103,2025-02-22,8.0,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L02078,Geeta V.,91047 09521,S105,2025-01-21,8.5,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L01044,Rakesh  Mishra,9669096705,S105,2025-01-17,7.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01155,Sarita Verma,91-9719374529,S104,2025-03-15,5.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L02187,Kumari Dinesh,0 9461200471,S103,2025-01-19,4.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01615,Shah Priya,+91 9994717464,S101,2025-02-10,9.0,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L01579,Yadav Ajay,91-9349361832,S104,2025-03-04,4.0,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L01406,Asha  Nair,94134 35240,S102,2025-01-17,7.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00165,Rakesh T.,0 9056413953,S101,2025-03-15,5.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L01298,Amit P.,97354 54948,S101,2025-01-23,5.5,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00638,Asha  Kumar,91-9841241182,S105,2025-02-08,8.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00737,Ganesh D.,9073375433,S102,2025-02-02,8.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L02546,R. Gupta,91-9502296120,S105,2025-03-02,8.0,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L02072,Geeta  Verma,+91 9104709521,S101,2025-02-24,4.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L01391,Asha  Nair,9413435240,S103,2025-01-27,7.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L02481,MOHIT VERMA,+919809885165,S102,2025-02-08,4.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01922,Kumari Ganesh,+91 9240050455,S103,2025-03-24,7.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L00632,R. Patel,0 9251354278,S103,2025-01-19,6.0,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01806,Sumit Naidu,98675 33963,S102,2025-02-08,7.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L02199,H. Devi,9758692617,S102,2025-02-12,8.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L00932,A. Reddy,+91 9895798687,S105,2025-02-22,7.0,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L02219,Hitesh D.,97586 92617,S103,2025-03-08,6.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01474,Rakesh Patel,0 9711671902,S105,2025-01-09,8.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L01583,A. Yadav,0 9349361832,S101,2025-01-17,4.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L02605,Vinod Nair,0 9232260256,S201,2025-02-28,8.0,vendor_b_v1.0,2025-02-28T22:30:00+00:00
L02500,Meena Nair,91-9451983273,S105,2025-02-26,5.0,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L00750,S. Patel,9145868501,S105,2025-01-23,6.5,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00434,Vijay  Pandey,91-9473178108,S105,2025-01-29,8.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L02518,Nair Meena,9451983273,S102,2025-02-18,7.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L01067,Vinod N.,98937 34670,S103,2025-03-04,7.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L02550,Reena G.,+91 9502296120,S104,2025-03-12,5.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L02029,GEETA KUMARI,0 9436713695,S104,2025-01-11,6.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01951,VINOD IYER,+91 9222196937,S104,2025-01-11,5.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00417,KAVITA NAIDU,91-9299737631,S104,2025-01-31,5.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L01895,Usha D.,95780 91343,S102,2025-03-20,7.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L02239,Mohit  Mishra,97735 15850,S105,2025-03-02,6.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L01061,Vinod N.,0 9893734670,S101,2025-01-19,5.0,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01695,Rakesh M.,+91 9482477109,S103,2025-02-26,7.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L01800,Sumit N.,0 9867533963,S101,2025-02-06,8.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L02337,Vinod Reddy,+91 9117758917,S103,2025-02-02,5.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01530,Vimala Bai,+919499091334,S105,2025-01-23,7.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00214,A. Verma,0 9423884969,S102,2025-01-25,7.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01199,Shanti  Sharma,+91 9905865185,S103,2025-03-06,7.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00543,RAKESH IYER,9788208121,S104,2025-03-16,8.5,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L02354,Vinod Reddy,+91 9117758917,S103,2025-01-21,6.5,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L00668,S. Mishra,+919487401640,S102,2025-03-15,8.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L01861,Ajay Kumar,91-9262174596,S105,2025-01-21,8.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L00373,A. Shah,96578 71331,S102,2025-03-10,5.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00068,Ramesh Pandey,+919654235116,S102,2025-03-12,6.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00279,Reddy Ajay,+919480184514,S104,2025-01-27,4.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L01878,U. Devi,+91 9578091343,S102,2025-01-23,5.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L01213,Sharma Shanti,0 9905865185,S101,2025-01-15,4.5,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L02360,Asha S.,+91 9700766177,S101,2025-03-12,7.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00521,AJAY SHAH,+919687234309,S105,2025-02-08,8.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00192,Rakesh  Tiwari,9056413953,S105,2025-03-24,6.5,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L00540,Rakesh Iyer,+91 9788208121,S102,2025-03-06,5.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L01110,A. Pandey,+919046537556,S103,2025-03-15,4.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00888,J. Kumar,9037917693,S103,2025-02-24,4.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L00119,Dinesh  Singh,91-9341316475,S102,2025-01-11,7.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00963,SANJAY PATEL,9348734714,S102,2025-01-31,7.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L00699,Jignesh  Bai,92045 05331,S105,2025-03-08,8.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01998,Geeta K.,0 9407482175,S104,2025-03-15,4.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L02498,MEENA NAIR,0 9451983273,S105,2025-03-02,7.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00946,AJAY REDDY,98957 98687,S105,2025-01-27,8.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L00709,V. Nair,0 9232260256,S101,2025-02-02,7.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L02530,Sharma Mohit,+91 9493689980,S102,2025-01-23,6.5,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00230,Ajay Verma,0 9423884969,S104,2025-02-20,9.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00863,SUNITA NAIR,99468 04436,S101,2025-02-10,4.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L01517,VIMALA BAI,91-9499091334,S101,2025-02-16,5.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L01139,M. Rao,+91 9080531003,S104,2025-02-14,7.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00711,VINOD NAIR,91-9232260256,S105,2025-01-29,8.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L00233,Hitesh  Reddy,+91 9710122691,S104,2025-02-24,5.0,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L02468,Amit Bai,9545271111,S101,2025-02-28,8.5,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L01292,Amit P.,97354 54948,S105,2025-03-06,7.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L01423,Rakesh  Naidu,94271 09477,S105,2025-01-11,7.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01960,Vinod Iyer,+919222196937,S105,2025-01-15,5.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L00582,Amit T.,0 9462475107,S102,2025-01-07,4.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01749,Vinod  Rao,91-9737826398,S104,2025-03-26,6.5,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L01793,Naidu Sumit,0 9867533963,S102,2025-02-14,6.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00044,RAMESH KUMAR,+919104332181,S105,2025-03-22,8.5,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L01496,Mukesh T.,91-9186999386,S104,2025-03-06,9.0,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L02609,Asha S.,+91 9700766177,S101,2025-03-13,7.0,vendor_a_v2.3,2025-03-20T20:00:00+05:30
L01753,Vinod  Rao,+919737826398,S101,2025-01-13,7.0,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00504,A. Shah,0 9687234309,S101,2025-01-19,7.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L00278,Ajay  Reddy,91-9480184514,S102,2025-01-11,5.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01807,Sumit N.,0 9867533963,S104,2025-01-25,6.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01919,Ganesh Kumari,92400 50455,S105,2025-02-24,5.0,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L01673,Vikas R.,91-9087603859,S102,2025-01-11,7.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01039,RAKESH MISHRA,96690 96705,S101,2025-02-28,5.0,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L00809,Mahesh Bai,91-9088356159,S103,2025-02-18,5.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00899,Jignesh Kumar,+91 9163287083,S102,2025-03-18,4.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L00090,Shanti Patel,90781 61849,S102,2025-01-19,6.0,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L00941,Reddy Ajay,+91 9895798687,S104,2025-03-08,7.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L00041,Ramesh  Kumar,0 9104332181,S102,2025-02-20,4.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00838,Reena Reddy,+91 9465648236,S102,2025-02-06,5.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L00883,KAVITA REDDY,0 9721489513,S101,2025-02-14,6.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L02368,Asha S.,91-9700766177,S101,2025-03-20,5.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L01644,Mahesh B.,95940 13990,S103,2025-01-17,8.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01353,REENA PATEL,+919313518233,S102,2025-02-02,8.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L00551,Rakesh Iyer,0 9788208121,S102,2025-01-07,4.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00067,Ramesh  Pandey,0 9654235116,S101,2025-01-09,9.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02423,Jignesh Y.,91-9249985698,S101,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00039,RAMESH KUMAR,+91 9104332181,S105,2025-02-28,6.0,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L00958,Patel Sanjay,91-9348734714,S105,2025-02-16,4.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00628,Renu Patel,0 9251354278,S103,2025-02-28,4.5,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L02132,Naresh Kumari,0 9123685160,S101,2025-03-02,4.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00547,Iyer Rakesh,0 9788208121,S104,2025-03-26,4.5,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00824,Reena Reddy,94656 48236,S104,2025-02-28,8.0,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L00815,M. Bai,+919088356159,S102,2025-02-22,8.0,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L00654,A. Kumar,98412 41182,S101,2025-03-18,9.0,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L02447,Amit B.,91-9545271111,S104,2025-02-08,7.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01837,P. Devi,+919627028951,S105,2025-01-15,8.5,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L00743,Sumit  Patel,91-9145868501,S103,2025-01-07,4.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01386,ASHA NAIR,+919413435240,S102,2025-02-08,5.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01601,Priya  Shah,+91 9994717464,S102,2025-02-02,5.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01730,Lakshmi  Kumar,0 9861317127,S101,2025-03-24,8.5,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L01149,Verma Sarita,+91 9719374529,S101,2025-03-12,8.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L02291,Lakshmi  Mishra,0 9933529042,S103,2025-01-15,5.5,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L00664,Sumit M.,+919487401640,S105,2025-01-29,4.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L00670,G. Pandey,+919786801128,S102,2025-01-07,5.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00193,R. Tiwari,90564 13953,S102,2025-03-06,4.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L01502,Mukesh Tiwari,9186999386,S103,2025-01-07,8.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L02198,Hitesh Devi,+91 9758692617,S105,2025-03-15,4.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00936,Reddy Ajay,91-9895798687,S104,2025-02-14,5.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00636,ASHA KUMAR,9841241182,S102,2025-01-13,6.5,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00240,Hitesh Reddy,0 9710122691,S101,2025-03-12,6.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L01305,Mukesh  Tiwari,91-9678377701,S102,2025-03-15,7.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L02496,Meena  Nair,+919451983273,S101,2025-01-19,8.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01238,Ganesh B.,+919572628498,S103,2025-01-17,8.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00154,Sita  Yadav,0 9928327648,S103,2025-02-08,5.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00772,Singh Geeta,+919196556981,S101,2025-03-02,7.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L01080,Vikas  Pandey,+91 9729806990,S105,2025-02-20,6.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L01908,USHA DEVI,95780 91343,S103,2025-01-13,8.0,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00264,H. Reddy,+91 9710122691,S105,2025-02-10,5.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L01172,Ganesh I.,+919049663193,S101,2025-01-07,8.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01795,Sumit Naidu,9867533963,S105,2025-01-09,5.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L01996,Geeta  Kumari,91-9407482175,S102,2025-01-17,8.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00368,Anita Shah,96578 71331,S104,2025-02-18,4.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00627,RENU PATEL,+919251354278,S103,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00206,Ajay Verma,9423884969,S105,2025-02-08,5.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L02433,Vijay S.,91836 73657,S104,2025-01-27,9.0,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L01150,Verma Sarita,9719374529,S104,2025-02-04,6.5,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L02331,Vinod R.,91-9117758917,S103,2025-02-08,7.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00577,Tiwari Amit,91-9462475107,S102,2025-02-16,7.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
